562 Dratthalastaðir Meðalhiti
nr	ar	 man	   t	mat
562	1960	 5	 6.3	4
562	1960	 6	 8.9	4
562	1960	 7	 9.3	4
562	1960	 8	 8.4	4
562	1960	 9	 7.7	4
562	1960	10	 2.1	4
562	1960	11	 3.3	4
562	1960	12	 0.1	4
562	1961	 1	-0.8	4
562	1961	 2	-1.4	4
562	1961	 3	-2.1	4
562	1961	 4	-1.5	4
562	1961	 5	 6.5	4
562	1961	 6	 7.2	4
562	1961	 7	 8.7	4
562	1961	 8	 8.9	4
562	1961	 9	 7.5	4
562	1961	10	 4.3	4
562	1961	11	 0.7	4
562	1961	12	-3.7	4
562	1962	 1	-1.0	4
562	1962	 2	-2.7	4
562	1962	 3	-5.4	4
562	1962	 4	 2.1	4
562	1962	 5	 4.2	4
562	1962	 6	 7.1	4
562	1962	 7	 9.3	4
562	1962	 8	 7.9	4
562	1962	 9	 5.6	4
562	1962	10	 2.7	4
562	1962	11	-1.0	4
562	1962	12	-2.3	4
562	1963	 1	-4.2	4
562	1963	 2	-2.2	4
562	1963	 3	 1.5	4
562	1963	 4	 0.6	4
562	1963	 5	 4.4	4
562	1963	 6	 9.3	4
562	1963	 7	 8.6	4
562	1963	 8	 7.5	4
562	1963	 9	 4.8	4
562	1963	10	 3.5	4
562	1963	11	-2.5	4
562	1963	12	-1.0	4
562	1964	 1	-0.1	2
562	1964	 2	 0.1	2
562	1964	 3	 3.1	2
562	1964	 4	 1.9	2
562	1964	 5	 5.0	2
562	1964	 6	 7.4	2
562	1964	 7	10.2	2
562	1964	 8	 7.7	2
562	1964	 9	 4.7	2
562	1964	10	 4.0	2
562	1964	11	-0.3	2
562	1964	12	-3.6	2
562	1965	 1	-3.0	6
562	1965	 2	 0.7	6
562	1965	 3	-5.7	6
562	1965	 4	-0.3	6
562	1965	 5	 2.9	6
562	1965	 6	 6.9	6
562	1965	 7	 8.9	6
562	1965	 8	 8.8	6
562	1965	 9	 4.4	6
562	1965	10	 5.5	6
562	1965	11	-1.9	6
562	1965	12	-5.2	6
562	1966	 1	-3.8	6
562	1966	 2	-6.0	6
562	1966	 3	-3.8	6
562	1966	 4	 0.9	6
562	1966	 5	 3.7	6
562	1966	 6	 9.4	6
562	1966	 7	 9.3	6
562	1966	 8	 8.5	6
562	1966	 9	 6.0	6
562	1966	10	 1.4	6
562	1966	11	-1.4	6
562	1966	12	-3.5	6
562	1967	 1	-1.6	6
562	1967	 2	 0.2	6
562	1967	 3	-6.0	6
562	1967	 4	-0.3	6
562	1967	 5	 0.9	6
562	1967	 6	 7.4	6
562	1967	 7	 7.3	6
562	1967	 8	 8.3	6
562	1967	 9	 7.4	6
562	1967	10	 1.0	6
562	1967	11	-1.3	6
562	1967	12	-2.8	6
562	1968	 1	-5.2	6
562	1968	 2	-5.3	6
562	1968	 3	-4.4	6
562	1968	 4	-1.4	6
562	1968	 5	 2.5	6
562	1968	 6	 6.1	6
562	1968	 7	10.3	6
562	1968	 8	 9.7	6
562	1968	 9	 6.8	6
562	1968	10	 0.1	6
562	1968	11	 2.1	6
562	1968	12	-2.3	6
562	1969	 1	-2.9	6
562	1969	 2	-5.8	6
