495 Grímsstaðir Meðalhiti
nr	ar	 man	   t	mat
495	1954	 2	-4.2	5
495	1954	 3	-3.6	5
495	1954	 4	 1.4	5
495	1954	 5	 4.7	5
495	1954	 6	 7.2	5
495	1954	 7	 7.3	5
495	1954	 8	 7.6	5
495	1954	 9	 0.5	5
495	1954	10	-1.5	5
495	1954	11	-1.0	5
495	1954	12	-5.2	5
495	1955	 1	-6.8	5
495	1955	 2	-9.3	5
495	1955	 3	-5.0	5
495	1955	 4	 1.6	5
495	1955	 5	 2.4	5
495	1955	 6	 8.7	5
495	1955	 7	10.8	5
495	1955	 8	 9.8	5
495	1955	 9	 4.9	5
495	1955	10	-1.7	5
495	1955	11	-0.2	5
495	1955	12	-7.0	5
495	1956	 1	-8.2	5
495	1956	 2	-0.8	5
495	1956	 3	-0.6	5
495	1956	 4	-1.3	5
495	1956	 5	 3.5	5
495	1956	 6	 5.5	5
495	1956	 7	 8.3	5
495	1956	 8	 5.4	5
495	1956	 9	 5.4	5
495	1956	10	 0.8	5
495	1956	11	 1.7	5
495	1956	12	-1.6	5
495	1957	 1	-2.6	5
495	1957	 2	-6.8	5
495	1957	 3	-3.9	5
495	1957	 4	 1.8	5
495	1957	 5	 3.2	5
495	1957	 6	 6.2	5
495	1957	 7	 8.7	5
495	1957	 8	 8.6	5
495	1957	 9	 2.6	5
495	1957	10	-0.0	5
495	1957	11	-1.8	5
495	1957	12	-4.6	5
495	1958	 1	-7.0	5
495	1958	 2	-8.4	5
495	1958	 3	-5.3	5
495	1958	 4	 0.4	5
495	1958	 5	-0.7	5
495	1958	 6	 7.5	5
495	1958	 7	 8.4	5
495	1958	 8	 5.3	5
495	1958	 9	 8.9	5
495	1958	10	 2.7	5
495	1958	11	 1.0	5
495	1958	12	-4.1	5
495	1959	 1	-9.4	5
495	1959	 2	-1.2	5
495	1959	 3	 0.2	5
495	1959	 4	-2.8	5
495	1959	 5	 6.1	5
495	1959	 6	 7.0	5
495	1959	 7	10.2	5
495	1959	 8	 6.8	5
495	1959	 9	 6.9	5
495	1959	10	 4.6	5
495	1959	11	-2.6	5
495	1959	12	-3.4	5
495	1960	 1	-3.7	5
495	1960	 2	-6.6	5
495	1960	 3	-0.9	5
495	1960	 4	 0.6	5
495	1960	 5	 6.5	5
495	1960	 6	 8.5	5
495	1960	 7	 7.9	5
495	1960	 8	 6.6	5
495	1960	 9	 5.2	5
495	1960	10	-0.6	5
495	1960	11	-0.0	5
495	1960	12	-4.0	5
495	1961	 1	-3.4	5
495	1961	 2	-3.1	5
495	1961	 3	-3.9	5
495	1961	 4	-3.2	5
495	1961	 5	 6.1	5
495	1961	 6	 5.3	5
495	1961	 7	 8.1	5
495	1961	 8	 7.5	5
495	1961	 9	 6.0	5
495	1961	10	 2.2	5
495	1961	11	-1.1	5
495	1961	12	-7.3	5
495	1962	 1	-2.8	5
495	1962	 2	-5.4	5
495	1962	 3	-9.3	5
495	1962	 4	 0.0	5
495	1962	 5	 3.3	5
495	1962	 6	 6.5	5
495	1962	 7	 9.2	5
495	1962	 8	 6.4	5
495	1962	 9	 3.9	5
495	1962	10	 0.9	5
495	1962	11	-3.3	5
495	1962	12	-4.2	5
495	1963	 1	-6.7	5
495	1963	 2	-4.3	5
495	1963	 3	 0.3	5
495	1963	 4	-0.7	5
495	1963	 5	 1.7	5
495	1963	 6	 9.5	5
495	1963	 7	 7.0	5
495	1963	 8	 6.0	5
495	1963	 9	 2.1	5
495	1963	10	 1.0	5
495	1963	11	-5.1	5
495	1963	12	-3.0	5
495	1964	 1	-2.3	6
495	1964	 2	-1.8	6
495	1964	 3	 1.5	6
495	1964	 4	 0.1	6
495	1964	 5	 3.7	6
495	1964	 6	 5.8	6
495	1964	 7	 8.0	6
495	1964	 8	 4.3	6
495	1964	 9	 1.8	6
495	1964	10	 1.2	6
495	1964	11	-2.4	6
495	1964	12	-6.8	6
495	1965	 1	-5.6	6
495	1965	 2	-1.3	6
495	1965	 3	-8.2	6
495	1965	 4	-1.6	6
495	1965	 5	 3.3	6
495	1965	 6	 6.1	6
495	1965	 7	 8.0	6
495	1965	 8	 6.7	6
495	1965	 9	 2.2	6
495	1965	10	 3.9	6
495	1965	11	-5.1	6
495	1965	12	-7.7	6
495	1966	 1	-7.1	6
495	1966	 2	-9.6	6
495	1966	 3	-6.7	6
495	1966	 4	-0.7	6
495	1966	 5	 1.9	6
495	1966	 6	 7.9	6
495	1966	 7	 6.6	6
495	1966	 8	 6.0	6
495	1966	 9	 3.6	6
495	1966	10	-1.4	6
495	1966	11	-3.9	6
495	1966	12	-7.0	6
495	1967	 1	-4.2	6
495	1967	 2	-2.7	6
495	1967	 3	-10.1	6
495	1967	 4	-2.6	6
495	1967	 5	 0.1	6
495	1967	 6	 6.4	6
495	1967	 7	 5.9	6
495	1967	 8	 7.5	6
495	1967	 9	 5.6	6
495	1967	10	-1.6	6
495	1967	11	-4.5	6
495	1967	12	-5.7	6
495	1968	 1	-8.3	6
495	1968	 2	-8.3	6
495	1968	 3	-7.3	6
495	1968	 4	-3.0	6
495	1968	 5	 0.3	6
495	1968	 6	 5.0	6
495	1968	 7	10.0	6
495	1968	 8	 7.3	6
495	1968	 9	 5.9	6
495	1968	10	-2.9	6
495	1968	11	 0.3	6
495	1968	12	-4.9	6
495	1969	 1	-6.5	6
495	1969	 2	-9.3	6
495	1969	 3	-7.1	6
495	1969	 4	-3.1	6
495	1969	 5	 2.0	6
495	1969	 6	 8.3	6
495	1969	 7	 7.0	6
495	1969	 8	 9.0	6
495	1969	 9	 2.8	6
495	1969	10	 0.3	6
495	1969	11	-7.2	6
495	1969	12	-4.6	6
495	1970	 1	-4.0	6
495	1970	 2	-7.4	6
495	1970	 3	-8.0	6
495	1970	 4	-3.5	6
495	1970	 5	 3.1	6
495	1970	 6	 8.7	6
495	1970	 7	 4.7	6
495	1970	 8	 7.3	6
495	1970	 9	 3.7	6
495	1970	10	-0.5	6
495	1970	11	-4.5	6
495	1970	12	-2.9	6
495	1971	 1	-9.5	6
495	1971	 2	-3.4	6
495	1971	 3	-3.3	6
495	1971	 4	-1.1	6
495	1971	 5	 4.3	6
495	1971	 6	 5.7	6
495	1971	 7	 8.9	6
495	1971	 8	 6.5	6
495	1971	 9	 4.3	6
495	1971	10	 0.5	6
495	1971	11	-4.1	6
495	1971	12	-4.9	6
495	1972	 1	-0.9	6
495	1972	 2	-1.7	6
495	1972	 3	-1.2	6
495	1972	 4	-0.7	6
495	1972	 5	 5.1	6
495	1972	 6	 6.5	6
495	1972	 7	 9.0	6
495	1972	 8	 6.6	6
495	1972	 9	 4.5	6
495	1972	10	 1.1	6
495	1972	11	-3.9	6
495	1972	12	-2.4	6
495	1973	 1	-0.8	6
495	1973	 2	-8.6	6
495	1973	 3	-1.7	6
495	1973	 4	-1.5	6
495	1973	 5	 1.4	6
495	1973	 6	 5.0	6
495	1973	 7	 9.7	6
495	1973	 8	 7.4	6
495	1973	 9	 6.0	6
495	1973	10	 0.3	6
495	1973	11	-8.1	6
495	1973	12	-9.2	6
495	1974	 1	-2.2	6
495	1974	 2	-4.9	6
495	1974	 3	 0.4	6
495	1974	 4	 3.8	6
495	1974	 5	 4.8	6
495	1974	 6	 7.6	6
495	1974	 7	 7.6	6
495	1974	 8	 6.1	6
495	1974	 9	 2.4	6
495	1974	10	 0.1	6
495	1974	11	-1.6	6
495	1974	12	-7.9	6
495	1975	 1	-9.2	6
495	1975	 2	-2.1	6
495	1975	 3	-4.9	6
495	1975	 4	-2.5	6
495	1975	 5	 4.0	6
