178 Stykkishólmur Meðalhiti
nr	ar	 man	   t	mat
178	1853	 2	-3.4	5
178	1853	 3	-0.2	5
178	1853	 4	 1.0	5
178	1853	 5	 5.6	5
178	1853	 6	 8.9	5
178	1853	 7	10.5	5
178	1853	 8	10.3	5
178	1853	 9	 7.4	5
178	1853	10	 1.9	5
178	1853	11	 0.3	5
178	1853	12	 0.6	5
178	1854	 1	-1.5	5
178	1854	 2	-2.3	5
178	1854	 3	 1.1	5
178	1854	 4	 1.6	5
178	1854	 5	 3.2	5
178	1854	 6	 8.4	5
178	1854	 7	11.2	5
178	1854	 8	10.0	5
178	1854	 9	 7.1	5
178	1854	10	 1.4	5
178	1854	11	 0.3	5
178	1854	12	-4.0	5
178	1855	 1	-2.2	5
178	1855	 2	-7.6	5
178	1855	 3	-3.3	5
178	1855	 4	 1.1	5
178	1855	 5	 4.2	5
178	1855	 6	 8.2	5
178	1855	 7	11.6	5
178	1855	 8	 9.2	5
178	1855	 9	 6.9	5
178	1855	10	 0.3	5
178	1855	11	 2.7	5
178	1855	12	-0.4	5
178	1856	 1	-6.2	5
178	1856	 2	-0.6	5
178	1856	 3	 4.7	5
178	1856	 4	 4.2	5
178	1856	 5	 6.4	5
178	1856	 6	 8.7	5
178	1856	 7	10.2	5
178	1856	 8	11.1	5
178	1856	 9	 6.9	5
178	1856	10	 6.6	5
178	1856	11	 0.2	5
178	1856	12	-4.2	5
178	1857	 1	-4.6	5
178	1857	 2	-3.1	5
178	1857	 3	-1.2	5
178	1857	 4	-1.0	5
178	1857	 5	 6.7	5
178	1857	 6	 8.2	5
178	1857	 7	 9.7	5
178	1857	 8	11.0	5
178	1857	 9	 9.3	5
178	1857	10	 4.0	5
178	1857	11	 3.7	5
178	1857	12	-1.8	5
178	1858	 1	-1.6	5
178	1858	 2	 0.6	5
178	1858	 3	-2.4	5
178	1858	 4	 1.2	5
178	1858	 5	 3.3	5
178	1858	 6	 7.7	5
178	1858	 7	 9.7	5
178	1858	 8	10.0	5
178	1858	 9	 6.8	5
178	1858	10	 1.8	5
178	1858	11	 2.1	5
178	1858	12	 0.7	5
178	1859	 1	-3.3	5
178	1859	 2	-5.2	5
178	1859	 3	-9.7	5
178	1859	 4	-6.5	5
178	1859	 5	 4.5	5
178	1859	 6	 8.1	5
178	1859	 7	10.3	5
178	1859	 8	 8.8	5
178	1859	 9	 6.5	5
178	1859	10	 2.3	5
178	1859	11	-0.3	5
178	1859	12	-4.2	5
178	1860	 1	-2.4	5
178	1860	 2	-2.1	5
178	1860	 3	-4.8	5
178	1860	 4	 1.4	5
178	1860	 5	 1.9	5
178	1860	 6	 7.0	5
178	1860	 7	11.1	5
178	1860	 8	 9.0	5
178	1860	 9	 6.5	5
178	1860	10	 2.1	5
178	1860	11	 1.7	5
178	1860	12	-1.4	5
178	1861	 1	 0.7	5
178	1861	 2	-1.4	5
178	1861	 3	-3.2	5
178	1861	 4	 3.8	5
178	1861	 5	 5.1	5
178	1861	 6	 9.1	5
178	1861	 7	 9.8	5
178	1861	 8	 8.8	5
178	1861	 9	 8.0	5
178	1861	10	 3.8	5
178	1861	11	-2.8	5
178	1861	12	 1.2	5
178	1862	 1	 0.1	5
178	1862	 2	 1.5	5
178	1862	 3	-3.6	5
178	1862	 4	-2.6	5
178	1862	 5	 5.8	5
178	1862	 6	 7.2	5
178	1862	 7	 7.5	5
178	1862	 8	 9.7	5
178	1862	 9	 6.9	5
178	1862	10	 3.5	5
178	1862	11	-0.7	5
178	1862	12	-0.4	5
178	1863	 1	-2.5	5
178	1863	 2	-2.2	5
178	1863	 3	-1.2	5
178	1863	 4	 0.1	5
178	1863	 5	 2.5	5
178	1863	 6	 6.2	5
178	1863	 7	 9.4	5
178	1863	 8	 8.8	5
178	1863	 9	 5.8	5
178	1863	10	 1.8	5
178	1863	11	-1.3	5
178	1863	12	-4.0	5
178	1864	 1	-0.2	5
178	1864	 2	-1.6	5
178	1864	 3	-3.5	5
178	1864	 4	 2.5	5
178	1864	 5	 6.4	5
178	1864	 6	 7.7	5
178	1864	 7	10.0	5
178	1864	 8	 9.5	5
178	1864	 9	 7.1	5
178	1864	10	 4.6	5
178	1864	11	 3.1	5
178	1864	12	 0.8	5
178	1865	 1	-5.8	5
178	1865	 2	-3.0	5
178	1865	 3	-1.4	5
178	1865	 4	-0.9	5
178	1865	 5	 2.7	5
178	1865	 6	 7.9	5
178	1865	 7	 9.1	5
178	1865	 8	10.0	5
178	1865	 9	 6.5	5
178	1865	10	 2.6	5
178	1865	11	-0.4	5
178	1865	12	 1.1	5
178	1866	 1	-6.3	5
178	1866	 2	-7.7	5
178	1866	 3	-8.2	5
178	1866	 4	 0.6	5
178	1866	 5	 1.4	5
178	1866	 6	 7.5	5
178	1866	 7	 8.9	5
178	1866	 8	 8.3	5
178	1866	 9	 5.3	5
178	1866	10	 4.5	5
178	1866	11	-0.7	5
178	1866	12	-2.2	5
178	1867	 1	-5.8	5
178	1867	 2	-3.5	5
178	1867	 3	-3.9	5
178	1867	 4	-2.8	5
178	1867	 5	 3.3	5
178	1867	 6	 7.6	5
178	1867	 7	 9.7	5
178	1867	 8	 9.4	5
178	1867	 9	 7.3	5
178	1867	10	 3.7	5
178	1867	11	 3.1	5
178	1867	12	 0.8	5
178	1868	 1	-1.2	5
178	1868	 2	-5.5	5
178	1868	 3	-2.8	5
178	1868	 4	 2.3	5
178	1868	 5	 5.1	5
178	1868	 6	 7.3	5
178	1868	 7	 9.4	5
178	1868	 8	 7.8	5
178	1868	 9	 7.4	5
178	1868	10	 1.7	5
178	1868	11	 2.3	5
178	1868	12	 0.3	5
178	1869	 1	 0.6	5
178	1869	 2	-4.7	5
178	1869	 3	-4.0	5
178	1869	 4	-1.4	5
178	1869	 5	 2.6	5
178	1869	 6	 7.9	5
178	1869	 7	 7.6	5
178	1869	 8	 8.7	5
178	1869	 9	 4.6	5
178	1869	10	 3.8	5
178	1869	11	-2.7	5
178	1869	12	-3.0	5
178	1870	 1	-0.5	5
178	1870	 2	-1.1	5
178	1870	 3	-3.2	5
178	1870	 4	 0.2	5
178	1870	 5	 7.0	5
178	1870	 6	 7.7	5
178	1870	 7	10.1	5
178	1870	 8	11.1	5
178	1870	 9	 6.4	5
178	1870	10	 4.8	5
178	1870	11	 2.2	5
178	1870	12	 0.3	5
178	1871	 1	-1.0	5
178	1871	 2	-1.6	5
178	1871	 3	-4.4	5
178	1871	 4	-0.2	5
178	1871	 5	 6.2	5
178	1871	 6	10.5	5
178	1871	 7	 9.9	5
178	1871	 8	 8.7	5
178	1871	 9	 6.6	5
178	1871	10	 4.0	5
178	1871	11	 0.3	5
178	1871	12	 0.4	5
178	1872	 1	-2.7	5
178	1872	 2	 0.9	5
178	1872	 3	-1.2	5
178	1872	 4	-1.3	5
178	1872	 5	 3.9	5
178	1872	 6	 8.3	5
178	1872	 7	11.8	5
178	1872	 8	11.2	5
178	1872	 9	 7.6	5
178	1872	10	 2.7	5
178	1872	11	 0.5	5
178	1872	12	-2.3	5
178	1873	 1	-2.6	5
178	1873	 2	-1.1	5
178	1873	 3	 1.3	5
178	1873	 4	 3.9	5
178	1873	 5	 4.2	5
178	1873	 6	 7.6	5
178	1873	 7	 9.5	5
178	1873	 8	 9.8	5
178	1873	 9	 7.0	5
178	1873	10	 0.5	5
178	1873	11	-1.4	5
178	1873	12	-3.0	5
178	1874	 1	-8.6	5
178	1874	 2	-2.9	5
178	1874	 3	-1.8	5
178	1874	 4	 0.0	5
178	1874	 5	 5.2	5
178	1874	 6	 8.4	5
178	1874	 7	 9.3	5
178	1874	 8	 8.4	5
178	1874	 9	 5.7	5
178	1874	10	 1.1	5
178	1874	11	 0.4	5
178	1874	12	-1.6	5
178	1875	 1	-2.0	5
178	1875	 2	-0.3	5
178	1875	 3	 2.3	5
178	1875	 4	 3.9	5
178	1875	 5	 5.2	5
178	1875	 6	 6.8	5
178	1875	 7	 9.0	5
178	1875	 8	 9.2	5
178	1875	 9	 7.9	5
178	1875	10	 4.3	5
178	1875	11	 0.0	5
178	1875	12	 1.0	5
178	1876	 1	 0.7	5
178	1876	 2	-2.1	5
178	1876	 3	-4.0	5
178	1876	 4	-4.2	5
178	1876	 5	 5.9	5
178	1876	 6	 7.2	5
178	1876	 7	 9.3	5
178	1876	 8	10.3	5
178	1876	 9	 8.0	5
178	1876	10	 5.0	5
178	1876	11	 3.2	5
178	1876	12	 0.0	5
178	1877	 1	-2.9	5
178	1877	 2	-3.9	5
178	1877	 3	-3.1	5
178	1877	 4	-0.9	5
178	1877	 5	 3.9	5
178	1877	 6	 6.8	5
178	1877	 7	 8.8	5
178	1877	 8	 9.0	5
178	1877	 9	 9.6	5
178	1877	10	 3.3	5
178	1877	11	-1.2	5
178	1877	12	-2.4	5
178	1878	 1	-2.1	5
178	1878	 2	-0.4	5
178	1878	 3	-1.2	5
178	1878	 4	 0.4	5
178	1878	 5	 2.8	5
178	1878	 6	 9.2	5
